================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
127.0.0.1:39668            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.590065000         0.0001
127.0.0.1:39700            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.084561000         0.0001
127.0.0.1:39702            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.087228000         0.0001
127.0.0.1:39706            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.298129000         0.0001
127.0.0.1:39708            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.301217000         0.0001
127.0.0.1:39710            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.306106000         0.0001
127.0.0.1:39712            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    43.575275000         0.0002
127.0.0.1:39724            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.090695000         0.0001
127.0.0.1:39726            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.094397000         0.0001
127.0.0.1:39728            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.303976000         0.0001
127.0.0.1:39730            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.305132000         0.0000
127.0.0.1:39732            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.308602000         0.0001
127.0.0.1:39736            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    44.582816000         0.0001
127.0.0.1:39740            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.099290000         0.0001
127.0.0.1:39742            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.101423000         0.0001
127.0.0.1:39746            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.307821000         0.0001
127.0.0.1:39748            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.309129000         0.0001
127.0.0.1:39750            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.310479000         0.0001
127.0.0.1:39752            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    45.587075000         0.0001
127.0.0.1:39776            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.108027000         0.0001
127.0.0.1:39778            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.109735000         0.0001
127.0.0.1:39784            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.311607000         0.0001
127.0.0.1:39786            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.313201000         0.0001
127.0.0.1:39788            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.313855000         0.0000
127.0.0.1:39790            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    46.590742000         0.0002
127.0.0.1:39792            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.114128000         0.0001
127.0.0.1:39794            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.116493000         0.0000
127.0.0.1:39804            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.315615000         0.0001
127.0.0.1:39806            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.317458000         0.0001
127.0.0.1:39808            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.317664000         0.0000
127.0.0.1:39816            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    47.594662000         0.0001
127.0.0.1:39820            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.121725000         0.0001
127.0.0.1:39822            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.122085000         0.0000
127.0.0.1:39838            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.320144000         0.0001
127.0.0.1:39840            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.320392000         0.0000
127.0.0.1:39842            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.320766000         0.0000
192.168.1.16:38956         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    48.535271000         0.0366
192.168.1.16:38958         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    48.573275000         0.0353
127.0.0.1:39862            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    48.573865000         0.0001
127.0.0.1:39868            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.129529000         0.0001
127.0.0.1:39870            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.129832000         0.0000
127.0.0.1:39872            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.325392000         0.0002
127.0.0.1:39874            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.325408000         0.0002
127.0.0.1:39876            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.326057000         0.0001
192.168.1.16:45116         <-> 103.120.90.51:30139              1 66 bytes        1 80 bytes        2 146 bytes    49.469759000         0.0320
192.168.1.16:46454         <-> 103.45.129.234:30139             1 66 bytes        1 80 bytes        2 146 bytes    49.554877000         0.0303
127.0.0.1:39908            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    49.577463000         0.0001
127.0.0.1:39938            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.135332000         0.0001
127.0.0.1:39940            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.137225000         0.0001
127.0.0.1:39954            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.330503000         0.0001
127.0.0.1:39952            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.330526000         0.0001
127.0.0.1:39956            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.331065000         0.0001
192.168.1.16:47584         <-> 103.45.129.234:30176             1 66 bytes        1 80 bytes        2 146 bytes    50.565382000         0.0348
127.0.0.1:39996            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    50.581573000         0.0001
192.168.1.16:47104         <-> 103.120.90.66:30176              1 66 bytes        1 80 bytes        2 146 bytes    50.660964000         0.0719
127.0.0.1:40016            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.140051000         0.0001
127.0.0.1:40018            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.142042000         0.0001
127.0.0.1:40024            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.336664000         0.0001
127.0.0.1:40026            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.337200000         0.0000
127.0.0.1:40028            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.338160000         0.0000
127.0.0.1:40030            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    51.586551000         0.0001
192.168.1.16:40068         <-> 103.120.90.51:30138              1 66 bytes        1 80 bytes        2 146 bytes    51.727456000         0.0296
127.0.0.1:40052            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.146977000         0.0001
127.0.0.1:40054            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.147505000         0.0001
127.0.0.1:40056            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.341175000         0.0001
127.0.0.1:40058            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.343184000         0.0000
127.0.0.1:40060            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.345453000         0.0001
127.0.0.1:40074            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    52.590037000         0.0001
192.168.1.16:47720         <-> 103.45.129.234:30176             1 66 bytes        1 80 bytes        2 146 bytes    53.035591000         0.0297
192.168.1.16:47238         <-> 103.120.90.66:30176              1 66 bytes        1 80 bytes        2 146 bytes    53.036286000         0.0626
127.0.0.1:40156            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.155741000         0.0001
127.0.0.1:40158            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.156213000         0.0001
127.0.0.1:40162            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.344306000         0.0001
127.0.0.1:40164            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.345392000         0.0001
127.0.0.1:40166            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.346628000         0.0001
127.0.0.1:40170            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    53.574255000         0.0001
127.0.0.1:40184            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.164498000         0.0001
127.0.0.1:40186            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.165803000         0.0001
192.168.1.16:41588         <-> 134.175.59.242:30122             0 0 bytes         2 160 bytes       2 160 bytes    54.322253000         1.0205
127.0.0.1:40196            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.348169000         0.0001
127.0.0.1:40198            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.348263000         0.0001
127.0.0.1:40200            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.348978000         0.0000
127.0.0.1:40202            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    54.577901000         0.0003
127.0.0.1:40206            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.172827000         0.0001
127.0.0.1:40208            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.173647000         0.0001
127.0.0.1:40212            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.353781000         0.0001
127.0.0.1:40214            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.354070000         0.0000
127.0.0.1:40216            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.354260000         0.0000
127.0.0.1:40218            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    55.581849000         0.0002
127.0.0.1:40246            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    56.181091000         0.0001
127.0.0.1:40248            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    56.182438000         0.0001
